tier,entries,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
CHALLENGER,"{'summonerId': 'IpMCs7oG2dvG_Mm6IfhNPar2KepQPaFHrh90TELSB43d_3w', 'summonerName': '쁘띠가로로', 'leaguePoints': 1100, 'rank': 'I', 'wins': 137, 'losses': 92, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",IpMCs7oG2dvG_Mm6IfhNPar2KepQPaFHrh90TELSB43d_3w,쁘띠가로로,1100,137,92,False,False,True,True
CHALLENGER,"{'summonerId': 'bTV0mxQsXkXLs2_GSAQT0BP3XsIuPY1hagjpJNvqgzbxaHA', 'summonerName': '럼블로마스터직행', 'leaguePoints': 1148, 'rank': 'I', 'wins': 297, 'losses': 239, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",bTV0mxQsXkXLs2_GSAQT0BP3XsIuPY1hagjpJNvqgzbxaHA,럼블로마스터직행,1148,297,239,False,False,False,False
CHALLENGER,"{'summonerId': '-kKxFwsIAZwQJ1xaodM1O4pbOupLMDyg-2gI13IoAKzE5A', 'summonerName': '경진이', 'leaguePoints': 1123, 'rank': 'I', 'wins': 182, 'losses': 155, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",-kKxFwsIAZwQJ1xaodM1O4pbOupLMDyg-2gI13IoAKzE5A,경진이,1123,182,155,False,False,False,True
CHALLENGER,"{'summonerId': 'F_ESNCCLybmHuSmUaS21R02awC0Y_-FkoOu0ICC7FTlOkz4', 'summonerName': '밀짚모자 쌍옆', 'leaguePoints': 1164, 'rank': 'I', 'wins': 325, 'losses': 194, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",F_ESNCCLybmHuSmUaS21R02awC0Y_-FkoOu0ICC7FTlOkz4,밀짚모자 쌍옆,1164,325,194,True,False,False,False
CHALLENGER,"{'summonerId': 'cW1EZ4wsqnCiGHrl-F8xMaiqWx5RukaD6tt5NwppOuoAww', 'summonerName': '여리뤼', 'leaguePoints': 1005, 'rank': 'I', 'wins': 547, 'losses': 331, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",cW1EZ4wsqnCiGHrl-F8xMaiqWx5RukaD6tt5NwppOuoAww,여리뤼,1005,547,331,True,False,False,False
CHALLENGER,"{'summonerId': 'ASFExRRZfL9rnXk__t4DChiLDgVueoBGLEgvFLPnQyy1gg', 'summonerName': '강지비91', 'leaguePoints': 986, 'rank': 'I', 'wins': 166, 'losses': 135, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",ASFExRRZfL9rnXk__t4DChiLDgVueoBGLEgvFLPnQyy1gg,강지비91,986,166,135,False,False,True,False
CHALLENGER,"{'summonerId': 'NdR_p1POrgKZ4rNZ5t8Gopp3onEs1UDVSG6jZ6oYfuUNbZAn', 'summonerName': 'yolo1992', 'leaguePoints': 990, 'rank': 'I', 'wins': 101, 'losses': 72, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",NdR_p1POrgKZ4rNZ5t8Gopp3onEs1UDVSG6jZ6oYfuUNbZAn,yolo1992,990,101,72,False,False,True,False
CHALLENGER,"{'summonerId': 'SsdeKUiHBwxUgZr0-KvDEiX4orqQf245Q3MAR4t-6k8Fbg', 'summonerName': '임찌녕', 'leaguePoints': 1195, 'rank': 'I', 'wins': 159, 'losses': 129, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",SsdeKUiHBwxUgZr0-KvDEiX4orqQf245Q3MAR4t-6k8Fbg,임찌녕,1195,159,129,False,False,False,False
CHALLENGER,"{'summonerId': 'NLoS57AYafmdtzJmyE7oDSqDyHPQTUXgIqdMUOrpWD-0FVc', 'summonerName': 'anartica', 'leaguePoints': 1034, 'rank': 'I', 'wins': 199, 'losses': 177, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",NLoS57AYafmdtzJmyE7oDSqDyHPQTUXgIqdMUOrpWD-0FVc,anartica,1034,199,177,False,False,False,False
CHALLENGER,"{'summonerId': '7i07Z8akgEEKYYq8U2fDZC7pQbHp4nd3gs-fiFyKqkOnr-I', 'summonerName': '차두라리스크', 'leaguePoints': 918, 'rank': 'I', 'wins': 331, 'losses': 305, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",7i07Z8akgEEKYYq8U2fDZC7pQbHp4nd3gs-fiFyKqkOnr-I,차두라리스크,918,331,305,False,False,True,False
CHALLENGER,"{'summonerId': '2T1gS-AQIqQkonxnserrM03aBsnDvftsrTxGn78sMU8Z-3U', 'summonerName': '엄준표', 'leaguePoints': 1108, 'rank': 'I', 'wins': 317, 'losses': 274, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",2T1gS-AQIqQkonxnserrM03aBsnDvftsrTxGn78sMU8Z-3U,엄준표,1108,317,274,False,False,True,True
CHALLENGER,"{'summonerId': 'V7SQ-oBghBn_AP1lscuwMsTZ0c5QoKwRWuWPPombi-c2xkMZTZRtKc3BQw', 'summonerName': '마파보고떨굼', 'leaguePoints': 1059, 'rank': 'I', 'wins': 208, 'losses': 154, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",V7SQ-oBghBn_AP1lscuwMsTZ0c5QoKwRWuWPPombi-c2xkMZTZRtKc3BQw,마파보고떨굼,1059,208,154,True,False,False,False
CHALLENGER,"{'summonerId': 'MzyV26LuqqMmyZHMi1q2aqu4HFhjGFJT8dfagq96leZHOUi0HScIyzGviw', 'summonerName': '아서1', 'leaguePoints': 1123, 'rank': 'I', 'wins': 130, 'losses': 105, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",MzyV26LuqqMmyZHMi1q2aqu4HFhjGFJT8dfagq96leZHOUi0HScIyzGviw,아서1,1123,130,105,False,False,True,True
CHALLENGER,"{'summonerId': 'pAWojVILm_OY9VRXExAnkNEOOyog8iD_3SHPzz8klXI9cxg', 'summonerName': '회 계 학', 'leaguePoints': 1055, 'rank': 'I', 'wins': 100, 'losses': 67, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",pAWojVILm_OY9VRXExAnkNEOOyog8iD_3SHPzz8klXI9cxg,회 계 학,1055,100,67,False,False,False,False
CHALLENGER,"{'summonerId': 'HBpDyjGayTBkMxp8ZBmxWQNbzeeq_r1fM1jWf-uyF9KGz5HnMzrAlMCneQ', 'summonerName': '대성초', 'leaguePoints': 1211, 'rank': 'I', 'wins': 286, 'losses': 202, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",HBpDyjGayTBkMxp8ZBmxWQNbzeeq_r1fM1jWf-uyF9KGz5HnMzrAlMCneQ,대성초,1211,286,202,True,False,False,True
CHALLENGER,"{'summonerId': 'iFnuWgfra3nCtSFm5PY-DIiP0FTnucppl7rCQhwycBhx5Q', 'summonerName': 'NIAGA', 'leaguePoints': 1045, 'rank': 'I', 'wins': 193, 'losses': 141, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",iFnuWgfra3nCtSFm5PY-DIiP0FTnucppl7rCQhwycBhx5Q,NIAGA,1045,193,141,False,False,True,True
CHALLENGER,"{'summonerId': 'HI_Hl6yOcSNICWPf_CrahhImg7hi25RV6Y9BzT-F3yeU3w', 'summonerName': 'DWG 분위기메이커', 'leaguePoints': 1086, 'rank': 'I', 'wins': 279, 'losses': 248, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",HI_Hl6yOcSNICWPf_CrahhImg7hi25RV6Y9BzT-F3yeU3w,DWG 분위기메이커,1086,279,248,False,False,False,False
CHALLENGER,"{'summonerId': 'i7NLc_L_jlm7aUbwwfHXm1c0U6viujjKxWnvM1tfobjhtw', 'summonerName': '담 체', 'leaguePoints': 1101, 'rank': 'I', 'wins': 236, 'losses': 206, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",i7NLc_L_jlm7aUbwwfHXm1c0U6viujjKxWnvM1tfobjhtw,담 체,1101,236,206,False,False,False,False
CHALLENGER,"{'summonerId': 'AR1in2ZDwn73NvEWfGcy_H9Nli4uKmUPgLjbrWnXM36GC7ZgQCZ19NvLEQ', 'summonerName': '경기도올', 'leaguePoints': 1196, 'rank': 'I', 'wins': 252, 'losses': 160, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",AR1in2ZDwn73NvEWfGcy_H9Nli4uKmUPgLjbrWnXM36GC7ZgQCZ19NvLEQ,경기도올,1196,252,160,True,False,False,False
CHALLENGER,"{'summonerId': 'Uh8YwEqGKGvSE5cKZV8wlLs-jZcfCfX_kSkL7wvetH1Inw', 'summonerName': 'WinMo', 'leaguePoints': 1049, 'rank': 'I', 'wins': 177, 'losses': 151, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",Uh8YwEqGKGvSE5cKZV8wlLs-jZcfCfX_kSkL7wvetH1Inw,WinMo,1049,177,151,False,False,False,True
CHALLENGER,"{'summonerId': '3jHX4ZZGHGJQ6_o3O2OzJxEruuYxmnnTKo1okaxcA5h5w0A', 'summonerName': '퀸카 은지', 'leaguePoints': 1444, 'rank': 'I', 'wins': 105, 'losses': 45, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",3jHX4ZZGHGJQ6_o3O2OzJxEruuYxmnnTKo1okaxcA5h5w0A,퀸카 은지,1444,105,45,False,False,False,True
CHALLENGER,"{'summonerId': '9rN6uBwmXqut81zIuwvVpLaWLM7dP1fKkpoOFSk0o9jeksY', 'summonerName': '똔똔이남친', 'leaguePoints': 1017, 'rank': 'I', 'wins': 108, 'losses': 60, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",9rN6uBwmXqut81zIuwvVpLaWLM7dP1fKkpoOFSk0o9jeksY,똔똔이남친,1017,108,60,False,False,True,True
CHALLENGER,"{'summonerId': '2qWbeR1ljqy9Dnntb3W4yoYsDKiew5JfKxUWBqYvJ5u0Sw', 'summonerName': '핑삥이', 'leaguePoints': 1014, 'rank': 'I', 'wins': 196, 'losses': 186, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",2qWbeR1ljqy9Dnntb3W4yoYsDKiew5JfKxUWBqYvJ5u0Sw,핑삥이,1014,196,186,False,False,True,False
CHALLENGER,"{'summonerId': 'f6b0TD0WdDi8THPz6mnb00WJyjept1Ksqo040HntgioctjLiMLPo0H-Ubg', 'summonerName': 'Thai Mango', 'leaguePoints': 1159, 'rank': 'I', 'wins': 130, 'losses': 98, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",f6b0TD0WdDi8THPz6mnb00WJyjept1Ksqo040HntgioctjLiMLPo0H-Ubg,Thai Mango,1159,130,98,False,False,False,True
CHALLENGER,"{'summonerId': '2A2o-DlGs9SVPqRd7XLXeOzFK71Lv6lJuzb_OfEQYUVs5mEeFxh60X-n-Q', 'summonerName': 'God Gyeom', 'leaguePoints': 1171, 'rank': 'I', 'wins': 164, 'losses': 126, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",2A2o-DlGs9SVPqRd7XLXeOzFK71Lv6lJuzb_OfEQYUVs5mEeFxh60X-n-Q,God Gyeom,1171,164,126,False,False,False,False
CHALLENGER,"{'summonerId': '4dm8Y-jY-agaeIihQHPZNZiaKfkSEVQrUua5GikgpWb2mdE', 'summonerName': 'InV Arthur', 'leaguePoints': 1193, 'rank': 'I', 'wins': 150, 'losses': 113, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",4dm8Y-jY-agaeIihQHPZNZiaKfkSEVQrUua5GikgpWb2mdE,InV Arthur,1193,150,113,True,False,False,False
CHALLENGER,"{'summonerId': '_gNa2N2qCqbg8Drtotj6kcAk0_KNh2vsFoHYXUn5ygwbiHOng1xHjVRy9Q', 'summonerName': 'Winter lemon', 'leaguePoints': 1136, 'rank': 'I', 'wins': 125, 'losses': 59, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",_gNa2N2qCqbg8Drtotj6kcAk0_KNh2vsFoHYXUn5ygwbiHOng1xHjVRy9Q,Winter lemon,1136,125,59,False,False,False,False
CHALLENGER,"{'summonerId': 't-lFZMCqLH3YWKcYCzE0rRWSZVCA8B8XDoj2PB0v9dPaNQ', 'summonerName': '띵 땡', 'leaguePoints': 1095, 'rank': 'I', 'wins': 320, 'losses': 294, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",t-lFZMCqLH3YWKcYCzE0rRWSZVCA8B8XDoj2PB0v9dPaNQ,띵 땡,1095,320,294,False,False,True,False
CHALLENGER,"{'summonerId': 'qhYRAc0csLqE5XAWn4DFuGE4Y9WmNct4Lcvg4J3Eq3DheUv3wqww0LANcw', 'summonerName': '쵸리네', 'leaguePoints': 1564, 'rank': 'I', 'wins': 361, 'losses': 224, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",qhYRAc0csLqE5XAWn4DFuGE4Y9WmNct4Lcvg4J3Eq3DheUv3wqww0LANcw,쵸리네,1564,361,224,True,False,False,True
CHALLENGER,"{'summonerId': 'dl5kpg4Vy-V4B0ka9k9ZoYl5fiJ6C-M8pQGRimHKVftVQA0', 'summonerName': '1976056575', 'leaguePoints': 1076, 'rank': 'I', 'wins': 289, 'losses': 252, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",dl5kpg4Vy-V4B0ka9k9ZoYl5fiJ6C-M8pQGRimHKVftVQA0,1976056575,1076,289,252,False,False,True,False
CHALLENGER,"{'summonerId': '-yCeZrLlm6P15yfC0UqJg73tGa7U1Ccd8P_oE2obO5btbg', 'summonerName': '홀애비', 'leaguePoints': 1008, 'rank': 'I', 'wins': 207, 'losses': 164, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",-yCeZrLlm6P15yfC0UqJg73tGa7U1Ccd8P_oE2obO5btbg,홀애비,1008,207,164,False,False,False,True
CHALLENGER,"{'summonerId': 'jNJjE_PVfASn2JHpz1cOHXHyBS8dXTinZp8QiAul1AH6TA', 'summonerName': '영윈한 살랑꼬리', 'leaguePoints': 1024, 'rank': 'I', 'wins': 275, 'losses': 256, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",jNJjE_PVfASn2JHpz1cOHXHyBS8dXTinZp8QiAul1AH6TA,영윈한 살랑꼬리,1024,275,256,False,False,True,True
CHALLENGER,"{'summonerId': '2pD2gP6IQct1T6iFjtaSIHRQ9byuaYnw5H_TknJnatS9bdKgGWBno5Jx5w', 'summonerName': '김밥처럼 넌 만두처럼 달콤해', 'leaguePoints': 1255, 'rank': 'I', 'wins': 120, 'losses': 78, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",2pD2gP6IQct1T6iFjtaSIHRQ9byuaYnw5H_TknJnatS9bdKgGWBno5Jx5w,김밥처럼 넌 만두처럼 달콤해,1255,120,78,False,False,False,True
CHALLENGER,"{'summonerId': 'AHqT6ZC169MGsYZZr2FlRswTTvmRCvw6gCtblQGaPnaEGA', 'summonerName': '허민욱 전용 백정', 'leaguePoints': 1256, 'rank': 'I', 'wins': 105, 'losses': 71, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",AHqT6ZC169MGsYZZr2FlRswTTvmRCvw6gCtblQGaPnaEGA,허민욱 전용 백정,1256,105,71,False,False,False,False
CHALLENGER,"{'summonerId': 'Mk-hxsLKZGj51CBI7IEz2oJhvNIzqyM_Kfk2X_iK6VNoXc8', 'summonerName': '음악교육학과', 'leaguePoints': 1275, 'rank': 'I', 'wins': 124, 'losses': 75, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",Mk-hxsLKZGj51CBI7IEz2oJhvNIzqyM_Kfk2X_iK6VNoXc8,음악교육학과,1275,124,75,True,False,False,True
CHALLENGER,"{'summonerId': 'YGRt8TtEhjH-vu18wn2gMFb9F2kvbZ159k6zpMisy6my9cg', 'summonerName': '청 산 강', 'leaguePoints': 1089, 'rank': 'I', 'wins': 163, 'losses': 120, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",YGRt8TtEhjH-vu18wn2gMFb9F2kvbZ159k6zpMisy6my9cg,청 산 강,1089,163,120,False,False,False,False
CHALLENGER,"{'summonerId': 'nbmXU9t9sHZJVdf4N_MUtprEC10pydhltCC_eIm3UMMuk6w', 'summonerName': '랑수민', 'leaguePoints': 1121, 'rank': 'I', 'wins': 256, 'losses': 171, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",nbmXU9t9sHZJVdf4N_MUtprEC10pydhltCC_eIm3UMMuk6w,랑수민,1121,256,171,True,False,False,False
CHALLENGER,"{'summonerId': 'SOBw1576zjDxdNDKYedzN99GHN69xwtP1JBwBqHpHfpWJcLRzOaog3b_Iw', 'summonerName': '미꼴플', 'leaguePoints': 1091, 'rank': 'I', 'wins': 536, 'losses': 445, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",SOBw1576zjDxdNDKYedzN99GHN69xwtP1JBwBqHpHfpWJcLRzOaog3b_Iw,미꼴플,1091,536,445,False,False,True,False
CHALLENGER,"{'summonerId': 'el54uRoJTRtlzgVUkaphDC08ga2wsIQ3SG5meWC1jPb5WQ', 'summonerName': '리용우', 'leaguePoints': 1071, 'rank': 'I', 'wins': 100, 'losses': 55, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",el54uRoJTRtlzgVUkaphDC08ga2wsIQ3SG5meWC1jPb5WQ,리용우,1071,100,55,False,False,True,False
CHALLENGER,"{'summonerId': 'wQqQg3zm9hsmqkFRRPtTr_0Sk30sR0gr-Iwii3E_s-E8qH4', 'summonerName': 'Japan Mango', 'leaguePoints': 1113, 'rank': 'I', 'wins': 155, 'losses': 125, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",wQqQg3zm9hsmqkFRRPtTr_0Sk30sR0gr-Iwii3E_s-E8qH4,Japan Mango,1113,155,125,False,False,False,False
CHALLENGER,"{'summonerId': '7U4V6XpRCqjqDLka7sljaGMuDRdrwg_axTHYqWFaIakCxi5h4GIH7u-4ig', 'summonerName': '경상의학 배한울', 'leaguePoints': 1161, 'rank': 'I', 'wins': 111, 'losses': 34, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",7U4V6XpRCqjqDLka7sljaGMuDRdrwg_axTHYqWFaIakCxi5h4GIH7u-4ig,경상의학 배한울,1161,111,34,False,False,False,False
CHALLENGER,"{'summonerId': 'fsO5Pjhp4Yy6OoNUsvJ6icYIr26nilSSD1llAW5NwGr6mHE', 'summonerName': '카와카미 마이', 'leaguePoints': 1002, 'rank': 'I', 'wins': 144, 'losses': 106, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",fsO5Pjhp4Yy6OoNUsvJ6icYIr26nilSSD1llAW5NwGr6mHE,카와카미 마이,1002,144,106,False,False,True,True
CHALLENGER,"{'summonerId': '8bfMxPtVVKVzeBxjr0I1Bswn6J9Hyepbn7pOmi6F5shvoQ', 'summonerName': '내 빵', 'leaguePoints': 1007, 'rank': 'I', 'wins': 75, 'losses': 41, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",8bfMxPtVVKVzeBxjr0I1Bswn6J9Hyepbn7pOmi6F5shvoQ,내 빵,1007,75,41,False,False,False,False
CHALLENGER,"{'summonerId': '7yblCyqVZJDRT5dV28uoPNoUdrpYL1OwWroD43_A5gi9Pw', 'summonerName': '즐겜하는 노마딕', 'leaguePoints': 1025, 'rank': 'I', 'wins': 217, 'losses': 188, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",7yblCyqVZJDRT5dV28uoPNoUdrpYL1OwWroD43_A5gi9Pw,즐겜하는 노마딕,1025,217,188,False,False,True,False
CHALLENGER,"{'summonerId': 'ANP59u4N38eTgOY70u76mdLieKyE1hzcGgUsKtNju4DZyYs', 'summonerName': '남부지소', 'leaguePoints': 1098, 'rank': 'I', 'wins': 225, 'losses': 176, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",ANP59u4N38eTgOY70u76mdLieKyE1hzcGgUsKtNju4DZyYs,남부지소,1098,225,176,True,False,False,False
CHALLENGER,"{'summonerId': 'ODe0AWIV1OGTz9V6ALvDygYtW144YoJT7Z9G_JUcyjKeDw', 'summonerName': '쉐르비', 'leaguePoints': 1057, 'rank': 'I', 'wins': 466, 'losses': 415, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",ODe0AWIV1OGTz9V6ALvDygYtW144YoJT7Z9G_JUcyjKeDw,쉐르비,1057,466,415,False,False,True,True
CHALLENGER,"{'summonerId': 'bF1PKB1m_Po3U_t8TuYjMGA4V7gaOoWehCiRoGw_SAK0IQ', 'summonerName': 'Ignited', 'leaguePoints': 1319, 'rank': 'I', 'wins': 162, 'losses': 115, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",bF1PKB1m_Po3U_t8TuYjMGA4V7gaOoWehCiRoGw_SAK0IQ,Ignited,1319,162,115,True,False,False,True
CHALLENGER,"{'summonerId': 'keHRrKkAvksFNaG95DCkMCImSzI1QzdXEoqotQHjs0wkOTozl1WDKVWlIQ', 'summonerName': '깔끔하고', 'leaguePoints': 1041, 'rank': 'I', 'wins': 71, 'losses': 31, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",keHRrKkAvksFNaG95DCkMCImSzI1QzdXEoqotQHjs0wkOTozl1WDKVWlIQ,깔끔하고,1041,71,31,False,False,True,False
CHALLENGER,"{'summonerId': 'smqeGTqsARi4ZJQq3PXx2w9ARBmTMSNqQ-puKo4DOj-_9XWa-eewpQFcHQ', 'summonerName': '큐잡는데18분', 'leaguePoints': 1421, 'rank': 'I', 'wins': 209, 'losses': 115, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",smqeGTqsARi4ZJQq3PXx2w9ARBmTMSNqQ-puKo4DOj-_9XWa-eewpQFcHQ,큐잡는데18분,1421,209,115,True,False,False,False
CHALLENGER,"{'summonerId': 'm3onI0DCpDAtL08n1rxSUX12Ejck9zQlw3_yReWHn7EW7aM', 'summonerName': 'Panac2a', 'leaguePoints': 1014, 'rank': 'I', 'wins': 131, 'losses': 113, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",m3onI0DCpDAtL08n1rxSUX12Ejck9zQlw3_yReWHn7EW7aM,Panac2a,1014,131,113,False,False,False,True
CHALLENGER,"{'summonerId': 'T6eWgNGbAiV2bmTKEH3NJoyMCpv4rZsy6BFTLH4GbKpupg', 'summonerName': 'Shutt up Malfoy', 'leaguePoints': 1010, 'rank': 'I', 'wins': 168, 'losses': 132, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",T6eWgNGbAiV2bmTKEH3NJoyMCpv4rZsy6BFTLH4GbKpupg,Shutt up Malfoy,1010,168,132,True,False,False,False
CHALLENGER,"{'summonerId': 'RYHJ5V0OZKIDsaBFznQljZzQc7p2fcvshZ4YfgG6NJ3b4g', 'summonerName': '빡쭈나', 'leaguePoints': 1047, 'rank': 'I', 'wins': 488, 'losses': 438, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",RYHJ5V0OZKIDsaBFznQljZzQc7p2fcvshZ4YfgG6NJ3b4g,빡쭈나,1047,488,438,False,False,True,True
CHALLENGER,"{'summonerId': 'W6jyfPP4KwK8XxbytgFL6qovE4XO0a1_HQ9k4MA7V4Tddt8', 'summonerName': '서울대치과과', 'leaguePoints': 1044, 'rank': 'I', 'wins': 290, 'losses': 287, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",W6jyfPP4KwK8XxbytgFL6qovE4XO0a1_HQ9k4MA7V4Tddt8,서울대치과과,1044,290,287,False,False,True,True
CHALLENGER,"{'summonerId': 'gLExGP7NjpjE3UKZ7AavJa3t6U4hPYtpnuf1U7_vm4Zq7mzYuS_JyTwxRA', 'summonerName': 'TFT 노을', 'leaguePoints': 1112, 'rank': 'I', 'wins': 377, 'losses': 329, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",gLExGP7NjpjE3UKZ7AavJa3t6U4hPYtpnuf1U7_vm4Zq7mzYuS_JyTwxRA,TFT 노을,1112,377,329,False,False,True,True
CHALLENGER,"{'summonerId': '4KJ7IZmcSpUAgjvZRN23yKkG2pYLPqclZsQQ6ENKuD2GyA', 'summonerName': 'Pnaz', 'leaguePoints': 1126, 'rank': 'I', 'wins': 84, 'losses': 55, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",4KJ7IZmcSpUAgjvZRN23yKkG2pYLPqclZsQQ6ENKuD2GyA,Pnaz,1126,84,55,False,False,False,True
CHALLENGER,"{'summonerId': 'O-QTnYLGhb-3GwhIdWfrm01C6P_SL0eH-O6iXNkB3_JMj0M', 'summonerName': '영오쿤', 'leaguePoints': 1104, 'rank': 'I', 'wins': 230, 'losses': 197, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",O-QTnYLGhb-3GwhIdWfrm01C6P_SL0eH-O6iXNkB3_JMj0M,영오쿤,1104,230,197,False,False,False,False
CHALLENGER,"{'summonerId': '2Q2ZV-whnD9tUJeY_MGPJ9dhZ2uYHPhvYApfciFkOvnJ3ELHZdt-PsOD8w', 'summonerName': 'ReroII King', 'leaguePoints': 1212, 'rank': 'I', 'wins': 269, 'losses': 213, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",2Q2ZV-whnD9tUJeY_MGPJ9dhZ2uYHPhvYApfciFkOvnJ3ELHZdt-PsOD8w,ReroII King,1212,269,213,True,False,False,False
CHALLENGER,"{'summonerId': '8hoefvdKC5FNI5iRz612jfbCC5zVZ0WFVaoHcEdOllo-mQ', 'summonerName': '연세대학교', 'leaguePoints': 1114, 'rank': 'I', 'wins': 492, 'losses': 418, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",8hoefvdKC5FNI5iRz612jfbCC5zVZ0WFVaoHcEdOllo-mQ,연세대학교,1114,492,418,False,False,True,False
CHALLENGER,"{'summonerId': 'auNmm7PC5hVICd3nKhTYtSqEzHIdAYL3J-C_MTMrsva1TtQaDB217hp7kw', 'summonerName': '김차보 ', 'leaguePoints': 1256, 'rank': 'I', 'wins': 231, 'losses': 175, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",auNmm7PC5hVICd3nKhTYtSqEzHIdAYL3J-C_MTMrsva1TtQaDB217hp7kw,김차보 ,1256,231,175,False,False,False,False
CHALLENGER,"{'summonerId': '4c5R72NqdL0hwlak8R5ghQqHKSfyAUTBvRV5bZzCsA8qWpU', 'summonerName': '개못하니깐', 'leaguePoints': 1136, 'rank': 'I', 'wins': 150, 'losses': 114, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",4c5R72NqdL0hwlak8R5ghQqHKSfyAUTBvRV5bZzCsA8qWpU,개못하니깐,1136,150,114,False,False,False,True
CHALLENGER,"{'summonerId': 'AKr24mQJuUw0Np7ZYkVmS76SMJDdJuIMyasNM2LsbW7VSJzJW7cHGj-i5Q', 'summonerName': '고양이쓰다듬을래', 'leaguePoints': 1018, 'rank': 'I', 'wins': 227, 'losses': 168, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",AKr24mQJuUw0Np7ZYkVmS76SMJDdJuIMyasNM2LsbW7VSJzJW7cHGj-i5Q,고양이쓰다듬을래,1018,227,168,False,False,True,True
